Insult,Date,Comment
0,20120529041419Z,for some reason i in the mood to keep showing everyone fanart xd n nthis fangirl cannot contain her love right now
1,20120502142507Z,stupid fucking idiots what more can you say these freaks should put signs on their foreheads saying this space for rent
0,20120515231554Z,lol man you are relentless
0,20120530001343Z,i was thinking the same thing
0,20120611215318Z,what the fuck does this sentence mean
0,20120528220653Z,nogicat posey is a valid excuse aside from his production more importantly he is the catcher if you know your baseball catchers are the one managing your pitching staff
1,20120610121317Z,i would have paid good money to watch you do that only to watch you get your ass beat down afterwards n ninstead you made some sarcastic comment in your head and went back to drinking your fruity little drink with the umbrella in it right <SIGNS>
1,20120530134500Z,you are the real ssho le and i hope people on here realize that you are a pretender
0,20120618234618Z,ecolax is stupid ndo you wanna be better or have cleaner balls nthey are nott grippy wat so ever nthat noise is just to make you not hear what they do
1,20120619222318Z,some of you must think our enemies are as gullible as you are xa nothing interesting here xa move on
0,20120529155643Z,hey dont try to make me look like the fool for thinking that way you here just as much as he is lol
0,20120528190028Z,lol they will find a way to lose
1,20120620072356Z,teresa heckle amp jive <SIGNS> you are so uneducated skanky nasty desperate fake a lier and a criminal i never liked you before but now i despise you the more you open your mouth the more you expose yourself for being a terrible mother lousy friend the absolute worst sister ever you dont deserve to have your brother joe his super family jacqueline caroline or cousin kathy in your life they are all much better than you or your dumb family <SIGNS>
0,20120610043526Z,http t co lbphn o http shar es qngko http shar es qplm inherit http shar es qmm k http shar es qmnpx the http t co yqdpnkvm http shar es qnx h wind http t co bsxx whh http t co oj w oae bama http shar es qveog http t co r ha h in http t co hhgn i r o http t co c kmuftr http t co g vxfi r http paper li f they d abs lutely n thing http bit ly mrzlgv http shar es qiai delusi nalhttp bit ly mrzlgv http t co yhelahaq http shar es qzcvl angry http bit ly mrzlgv http t co ic kvhem selfish http bit ly mrzlgv http shar es qzt k http shar es qzmxa lying http bit ly mrzlgv http shar es qzcvl http shar es qzst stingy http bit ly mrzlgv http shar es qi em c rrupt http bit ly mrzlgv http shar es qztz greedy http bit ly mrzlgv http shar es qkujt http shar es qz im crooked http bit ly mrzlgv http shar es qztz http shar es qcygh c mmunist http bit ly mrzlgv http shar es qztvq http shar es q ubh republicans ufeff ufeffhttp bit ly mrzlgv http shar es qiai http t co t tg pf all have committed ufeff p litical suicide ufeff o http shar es qkujt the unre electable bigtime ufeff lazy whiningass crybaby pathetic http t co yhelahaq loser http t co yxvuisfr demon j hnhttp bit ly mrzlgv the http t co v lfbeyg pacifier sucka b ehner http t co srguvysy damn rite http shar es q dfn lugar is definitely out http shar es qzlij you next the unm tivated unre electable ufeff well kn wn super dastardly weakminded http t co yhelahaq s rryass quitter loser http t co yxvuisfr demon eric http bit ly mrzlgv ufeff the cowardly http shar es qm b http t co v lfbeyg weasel cant r http t co srguvysy damn rite http shar es q dfn lugar is definitely out http shar es qzlij you next http t co rxnmrt the ld ufeffhttp t co xgn fpb dumbass loser http t co yhelahaq demon its definitely ufeff time retire http t co yxvuisfr mitch http bit ly mrzlgv the bigg http t co v lfbeyg time evil snitch http shar es qi ly mcc nnell http t co srguvysy damn rite http shar es q ubh lugar is definitely out http shar es qzlij you next inherit http goo gl oi s the http t co immdufcc wind ufeff you are ufeff most definitely ufeff g ing http shar es qbkpn b w d wn http shar es q ubh believe http shar es q dfn y ur bstructionism http shar es qkujt d abs lutely n thing http bit ly mrzlgv final days ar ufeffe most definitely numbered http t co t tg pf it is permanently engraved in st ne http bit ly mrzlgv damn rite http t co k wu w president obama http t co lis macd a man f all the pe ple in o http t co immdufcc forward give moe powwa da peeps
0,20120528173739Z,psh dy shoqet e mia enxhin tba dhe zeshkanen otr qe jane shum dreqe hahaha jeni shum te mira moj dreqe djj te lutem shum kg e ndjej mungesen tende rs nga rrepistia tba
0,20120610015335Z,you mean like that one francour just hit right <SIGNS>
0,20120619143802Z,yo this shits raw reminds me of the number playaz their song haters goes hard u now that u s a crew i can fuck with check out their song and fuck the haters u haters http w youtube com watch <SIGNS> v xc po xny s
0,20120620050514Z,hello mrs white to the other teacher we really want to come back to howick historical village we have injoyed being with you as you know this is one of a sir douglas bader student i really miss how mrs white took us to the school clas and teached us some skills and how we are not allowed to right with our left hand only right well if you get this message please comment back n well my name is potoae and please comment bacl n love you howick historical village
0,20120527214406Z,i see celtics fans are having a hate the heat orgy here but watch you guys disappear at the end of the game
0,20120619222805Z,and with the heat index it is even hotter
1,20120529060054Z,you an idiot
0,,maybe the mps should take a pay cut to show the way
0,20120619120742Z,flute as fuck <SIGNS>
0,,why would anyone listen or seriously consider any comment from juan williams i a little confused as to why he is a fox news contributor since he holds such extreme liberal views do you think msnbc has any real conservative on their network joe scarbourgh xc xa does not count as while he always says he is a conservative he is the biggest republican and conservative basher on thier network he makes al fraken sharpton chris i get xc xa a thrill up my leg xc xa everytime obama speaks matthews ed i could not find my ass with either hand schultz xc xa rachel aka pauly from the wonder years tv show maddow and lawrence yes i an admitted socalist o onnell look moderate xc xa
0,20120620164339Z,she shit rivets in the tub
1,20120618195414Z,well said that you all mouth and no facts has no bearing keep repeating it though eventually you ll convince other idiots that you know something
0,,then why are republicans the party with not one but two gay auxilliarries goproud and the log cabin rerpublicans
0,20120612141731Z,jesus i so fucking sorry the whole fucking world is teeming with perpetual drunk drivers and you get caught moving to a parking lot so messed up
0,20120620015746Z,ok whitey have a good night
0,20120530013101Z,bench him then his bat cools and he ll hit around once he gets some playing time
0,20120611184642Z,if you want to make your online marketing video viral you must be updated with the latest technological advancements and make use of that on your next video for example if the camera you u re using is a little bit outdated and produces low quality videos then it must be time to purchase a new one or if your editing software has limited capabilities get another one that offers more capabilities that will improve the quality and life of your video
0,20120502224253Z,just to educate you my brother you and kim may be the bigots if he liking your post because he asian too
0,,the state is not dictating how catholic prey it is not establishing a religion nor is it preventing catholics from xc xa practicing their religion with or without contraception what it is doing is making contraceptives available on health insurance policies that catholic owned businesses provide because it is available you dont have to use it however those employed who wish to can do so
0,20120528215844Z,first i am not mr nsecond i saw that before <SIGNS> like so many times so far <SIGNS>
0,20120612102431Z,even without the pool of water
1,20120609210228Z,and your word sure the fuck does not a mandate make n n of your genes are shared with a fucking banana xa get over yourself
1,20120612035847Z,i would sooner cut my own throat than hand that piece of crap the knife to do me slowly f u no way hell no romney <SIGNS> yall go to hell you sons of sick bitches that follow him
0,20120503045456Z,you never commented on the running
0,,is the five shot on location in an old folks home xc xa i think they were pretty bang opinion wise but geez <SIGNS> n n ncoming up next on the five teenagers on skateboards scary or silly <SIGNS> xc xa but before that we ll remember the good old days by talking about how television in the was more wholesome than it is today
0,20120612140000Z,it sure is xa i a coal fire man
0,,this whole xc xa david brock media matters things now explains why so many of his trolls are homosexual activists xc xa xc xa when you read the bloggers it at first seems like there are a lot of homosexual activists blogging but it really is just one big david brock xe x x cborg xe x x d xc xa xc xa xc xa xc xa xc xa usually the david brock borg homosexual bloggers all say the same things xc xa xc xa xc xa they all slander fox news xc xa they all slander christians xc xa they all attack in unison whatever republican candidate is at the top during any particular week ndavid brock xc xa wrote of his experience at berkely n xe x x cat berkeley i had no cause to associate conservatism with prejudice against gays in the early xe x x s gay issues weren xe x x t polarizing our campus xe x xa since arriving in berkeley i no longer put aside my deeper desires with some hesitation during my freshman year i went on uneasy dates and had hurried xc xa s e x u a l encounters with other guys in neighboring dorms by the end of the year i considered myself gay and had surprisingly little trouble accepting that reality xe x xa xe x x d nduring the summer after his freshman year he writes he was attracted to a fellow student referred to in his book as xe x x candrew xe x x d xe x x ca blond blue eyed dreamboat of the brad pitt variety xe x xa xe x x d while they both worked with calpirg the california public interest group n xc xa
1,20120612013439Z,dude if you change you username to xa specify xa against someone then you a butthurt fag
0,,ladyanne where did you get your fact <SIGNS> i really want to know i don t believe it for a second and would like to know where you pulled that number from n n n nabby johnson author of unplanned tells of her time with planned parenthood and how she would partake in budget meetings they literally doubled their quota for abortions for the upcoming year to double the current year and by quota i do mean that staff was being told to encourage twice as many abortions to meet these numbers that is what planned parenthood is about
1,20120610021232Z,why is manber such a shit rapper <SIGNS>
0,20120619051034Z,rourke needs to give me a fucking like xa my biggest problem is licensing xa i am actually kind of disapointed that the republicans never touched health care when they had the majority xa i wish they would have taken milton friedman idea one of the main influences of reaganomics and taken the licensing power away from the american medical association xa i trust nurses and would have no problem with a nurse treating me rather than going bankrupt seeing a doctor
0,,romney steps in it with gay marriage line n nvia buzzfeed which missed something of an attack angle from the right in this short romney riff on gay marriage romney says he wanted to stop the gay marriage ruling so it did not go across the country n ntoo bad he was not thinking that way when he implemented the model for obamacare at the state level as romneycare huh or was he <SIGNS> n nvideo of romney n nhttp w youtube com watch <SIGNS> feature player embedded v rfpn uwm a n ndan riehl
1,20120619223627Z,only black people can generalize based on race when did this happen dumb white boy your words not mine i thnk its clear you dont know what racism means you must be stupid i wouldnt presume to label your race just plain stupid
0,20120611234250Z,that is funney because the doctors are saying you are not paying them so yah you have a suplus because you have not paid your bills
0,,liberals just cannot stand the idea that their main outlet msnbc has ratings somewhere way behind re runs of lassie xc xa try as they may xc xa with a mighty huff and puff from media matters they cannot blow away fox no matter what they do
1,20120529105937Z,you analysis is exceptionally american and by that i mean it entirely grounded in fact challenged star spangled retardation entirely voluntary in nature
0,20120528204339Z,you are right logical
0,,here is a video of why republicans suck xc xa http otpoliticalposts forumotion com t why we suck
1,20120320142518Z,hey jack a once again it has been proven beyond a shadow of a doubt that your messiah is a lying fraud that so called bc was and is a forgery <SIGNS> your messiah is an anti american racists fraud and you will all have to face that truth real soon <SIGNS> you are a phukin moron <SIGNS>
0,20120502190013Z,you are welcome nikky <SIGNS>
0,20120529155446Z,jonklimasisnot a brony xa xa http imgur com r funny uugkv
0,,is it just me or can i not watch anything on this website anymore i tried several different computers and they all say the same thing that there an error on
0,20120619231204Z,shit quality need better rip ug its so hard to find high quality hard trance
1,20120529163732Z,people like you are the reason the economy is failing
0,20120612140337Z,i giving up with you now lying and perverting the course of justice are two completely different things which ca not be used interchangably it does not even matter what you say unless you are under arrest at the time as it is the actual arrest that gives them the power to repeat what you have said in court as in you do not have to say anything but it may harm your defence if you do not mention something you later rely on in court anything you do say may be taken and given in evidence so unless the passengers were arrested for your non existant crime and then agreed to give a statement against the driver who was doing them a favour who would then subsequently have to have admitted all wrongdoing in front of a judge n nit is not more likely than i think it probably even less likely than i think
0,20120515155110Z,that looked like you at first glance <SIGNS>
0,20120514051308Z,boo <SIGNS> mark zuckenberg you are a criminal you will face your crimes or face the penalties of you criminal behavior thinking on facebook
1,20120610131611Z,leftist white race traitor xa or shit skinned xa degenerate you are a hard one to call n nmongoloid
0,20120620164524Z,jenbroflovski xa xa yinzerinct xa still zero fucks
0,20120529101528Z,boss ninteresting the mike smith the failed banking idiot xa that was on here spouting his bullshit is all over the telegraph site bad mouthing john key again xa xa he was the so called well traveled in new zealand short term puzzled by its love affair with neolibeerals fool n nanother died in the wool labourite pompous twat xa xa i like the article though
1,,i have a that has a inch barrel i ll bet that would fit better you wanna suck on it you will love the climax it has will damn near blow your mind <SIGNS>
0,,i ll make a bold prediction now if dolan continues to beat this war drum it ll blow up in his face he is beginning to overreach perhaps his elevation to cardinal is getting to his head xc xa n nthe president has compromised and granted broad exemptions to faith based organizations with respect to providing health insurance products that violate their conscience what more does the clergy want for the president to kiss the ring of the cardinal soon this will become a story of catholic leadership whose moral standing remains questionable following the child molestation scandals waging war against women and the president not a war they can win
0,20120612020021Z,lets all blow jeff carter now stfu he does nothing
0,,my wife was watching the grammy pre show the other night right up until this gutter whore and her old white pimp walked into the shot n nit amazing how a talentless piece of trash like this can make a living doing what she does xc xa it to be expected from her industry though xc xa
0,20120612050741Z,no i have no family i was the product of immaculate conception n nmaybe i do exactly what he did but i abide by the rules of civilized society and would accept the consequences of killing another person
1,20120610051913Z,you terrible and you got dislikes look like you an idiot just like ign orant
0,20120529193244Z,s indians scariest offensive teams ever
0,20120619210436Z,i am almost more excited than you <SIGNS>
1,20120618234103Z,are you retarded <SIGNS> n ntroll harder bitch
0,20120610152024Z,only fucking with number that prolly the only pair i can pull off xa out these
0,20120620100346Z,you are a kid waiting to go to work at the right that was funny you attemtping to be deep
0,20120529044400Z,you sure it not lebron mom <SIGNS>
0,20120528043413Z,you are right <SIGNS>
0,,mrl why <SIGNS> i love that word <SIGNS>
0,20120619175704Z,i get how this works you work with congress unless it wo not do what you want in which case you simply decree your will you are a child if you do not understand what wrong with this
0,20120610112934Z,thank you tania <SIGNS> really appreciate your comment and you stopping by will definitely get back to a more regular blogging schedule as soon as my exams are over take care <SIGNS>
1,20120610001359Z,jeezus do you realize you are making a total fool of yourself you are criticizing someone for not knowing enough about one of the lowest firms of expression
0,20120527160654Z,not only the team in their own division but also the team in the nation before the lsu game
1,20120619232440Z,that is also part of the as is part of the old law and fits right in with the word on that has been out there from a d either you are dumb or you do not understand what you read duh <SIGNS> n nplease thry figure it out before making such a stupid reply here is your nd chance to figure out my post
1,20120320183303Z,well your buckwheat obama would qualify fagg t
0,20120618235842Z,deb some of it will fix itself when you start to trust yourself more and do not look to see where the ball went before you hit it
0,,can i suck your toes <SIGNS>
0,20120610004412Z,that would be the ex party chairman who set it up at the baptist church kinda like how he went there during p to dispose of certain ballots boy you people are really lost any of you go to the convention and reconvention <SIGNS> or you all just talking smoke
0,20120619214847Z,who cares now that we now that the gs is coming out fuck the evo
0,20120612015949Z,ha ha ha now that funny thanks for the unwanted promotion timb btw have you seen that movie called sucker punch yeah kinda had a feelin that you like that one heat in six book it <SIGNS> karlov
1,,xc xa you ll find that the majority of individuals posting here are of the opinion that republicans plutocrats by and large pick and choose which laws hold value it likely only those laws that control someone else behavior n nin your vernacular go fuck yourself and clean the slime you leave all the way back to fucks news asshole
0,,funny and very honest part of me thinks ms bell is very gutsy for sharing that video but the other part tells me that losing one sh t over a petting zoo critter is just a little this side of weird
0,20120528163856Z,so when is crawford coming back i drafted yhat bum
0,20120529223147Z,truth never needs a hearing it just is n nleft wing truth is only the truth
0,20120609203600Z,bitch you gonna get hit meow
0,,henry cisneros democrat u s secretary of housing and urban development from to pleaded guilty to a misdemeanor charge of lying to the fbi james a traficant jr democrat member of house of representatives from ohio expelled from congress after being convicted of corruption charges sentenced today to eight years in prison for accepting bribes and kickbacks john doug hays democrat member of kentucky state senate from to found guilty of mail fraud for submitting false campaign reports stemming from an unsuccessful run for judge he was sentenced to six months in prison to be followed by six months of home confinement and three years of probation xc xa xc xa henry j cianfrani democrat pennsylvania state senate from to convicted on federal charges of racketeering and mail fraud for padding his senate payroll sentenced to five years in federal prison david hall democrat governor of oklahoma from to indicted on extortion and conspiracy charges convicted and sentenced to three years in prison john a celona democrat a former state senator was charged with the three counts of mail fraud federal prosecutors accused him of defrauding the state and collecting hundreds of thousands of dollars from cvs corp and others while serving in the legislature celona has agreed to plead guilty to taking money from the cvs pharmacy chain and other companies that had interest in legislation under the deal celona agreed to cooperate with investigators he faces up to five years in federal prison on each of the three counts and a fine xc xa allan turner howe democrat u s representative from utah from to arrested for soliciting a policewoman posing as a p rostitute jerry cosentino democrat illinois state treasurer pleaded guilty to bank fraud fined and sentenced to nine months home confinement joseph waggonner jr democrat u s representative from louisiana from to arrested in washington d c for soliciting a policewoman posing as a p rostitute n nlafayette thomas democrat candidate for tennessee state house of representatives in sheriff of davidson county from to indicted in federal court on counts of abusing his power as sheriff pleaded guilty to theft and mail fraud sentenced to five years in prison mary rose oakar democrat u s representative from ohio from to pleaded guilty to two misdemeanor charges of funneling through fake donors david giles democrat candidate for u s representative from washington in and convicted in june of child r ape gary siplin democrat state senator florida found guilty of third degree grand theft of or more a felony and using services of employees for his candidacy edward mezvinsky democrat u s representative from iowa from to indicted on federal fraud charges xc xa lena swanson democrat member of washington state senate in pleaded guilty to charges of soliciting unlawful payments from veterans and former prisoners of war abraham j hirschfeld democrat candidate in democratic primary for u s senator from new york in and offered paula jones million to drop her s exual harassment lawsuit against president bill clinton convicted in of trying to hire a hit man to k ill his business partner n nfrank thompson jr democrat u s representative from new jersey from to implicated in the abscam sting convicted on bribery and conspiracy charges sentenced to three years in prisonmichael joseph myers democrat u s representative from pennsylvania from to xc xa alcee lamar hastings democrat u s representative from florida impeached and removed from office as federal judge in over bribery charges xe x xa marion barry democrat mayor of washington d c from to and again from to convicted of cocaine possession after being caught on videotape smoking crack cocaine sentenced to six months in prison xe x xa mario biaggi democrat u s representative from new york from to indicted on federal charges that he had accepted bribes in return for influence on federal contracts convicted of obstructing justice and accepting illegal gratuities tried in on federal racketeering charges and convicted on felony counts xe x xa lee alexander democrat mayor of syracuse n y from to was indicted over a million kickback scandal pleaded guilty to racketeering and tax evasion charges served six years in prison xc xa bill campbell democrat mayor of atlanta indicted and charged with fraud over claims he accepted improper payments from contractors seeking city contracts xe x xa frank ballance democrat congressman north carolina pleaded guilty to one charge of conspiracy to commit mail fraud and money laundering related to mishandling of money by his charitable foundation hazel o leary democrat secretary of energy during the clinton administration o leary took trips all over the world as secretary with as many staff members and at times rented a plane which was used by madonna during her concert tours n ndan walker democrat governor of illinois from to served less than two years of a seven year sentence for receiving improper loans a decade after leaving office gerry eastman studds democrat u s representative from massachusetts from to the first openly g ay member of congress censured by the house of representatives for having s exual relations with a teenage house page hiram monserrate queens city councilman and state senator elect who has claimed to be an advocate of victims of domestic violence was arrested for breaking a glass over his girlfriend face monserrate a former cop won election to the state senate as a democrat in november james c green democrat north carolina state house of representatives from to charged with accepting a bribe from an undercover fbi agent but was acquitted convicted of tax evasion in xc xa frederick richmond democrat u s representative from new york from to arrested in washington d c in for soliciting s ex from a minor and from an undercover police officer pleaded guilty to a misdemeanor also charged with tax evasion marijuana possession and improper payments to a federal employee pleaded guilty xc xa raymond lederer democrat u s representative from pennsylvania from to implicated in the abscam sting convicted of bribery and sentenced to three years in prison and fined harrison arlington williams jr democrat u s senator from new jersey from to implicated in the abscam sting allegedly accepted an interest in a titanium mine convicted of nine counts of bribery conspiracy receiving an unlawful gratuity conflict of interest and interstate travel in aid of racketeering sentenced to three years in prison and fined ndaniel david rostenkowski democrat u s representative from illinois from to indicted on felony charges pleaded guilty to two counts of misuse of public funds and sentenced to seventeen months in federal prison melvin jay reynolds democrat u s representative from illinois from to convicted on sexual misconduct and obstruction of justice charges and sentenced to five years in prison wayne bryant democrat nj state senator was convicted was found guilty on all counts against him including bribery and pension fraud charles coles diggs jr democrat u s representative from michigan from to convicted on eleven counts of mail fraud and filing false payroll forms sentenced to three years in prison george rogers democrat massachusetts state house of representatives from to m ember of massachusetts state senate from to convicted of bribery in and sentenced to two years in prison don siegelman democrat governor alabama indicted in a bid rigging scheme involving a maternity care program the charges accused siegelman and his former chief of staff of helping tuscaloosa physician phillip bobo rig bids siegelman was accused of moving from the state education budget to the state fire college in tuscaloosa so bobo could use the money to pay off a competitor for a state contract for maternity care john murtha jr democrat u s representative from pennsylvania implicated in the abscam sting in which fbi agents impersonating a rab businessmen offered bribes to political figures murtha was cited as an unindicted co conspirator otto kerner democrat governor of illinois from to was jailed after the manager of two horse racing tracks admitted to bribing the then governor charges were filed after kerner left office he was convicted in nbarney frank democrat u s representative from massachusetts from to present admitted to having paid stephen l gobie a male p rostitute for s ex and subsequently hiring gobie as his personal assistant gobie used the congressman washington apartment for p rostitution a move to expel frank from the house of representatives failed and a motion to censure him failed under a democratic majority dnc the federal election commission imposed in fines against participants in the democratic party fundraising scandals involving contributions from china korea and other foreign sources the federal election commission said it decided to drop cases against contributors of more than million in illegal dnc contributions because the respondents left the country or the corporations are defunct sandy berger democrat national security advisor during the clinton administration berger fined for illegally removing highly classified documents and handwritten notes from the national archives during preparations for the sept commission hearings xc xa robert torricelli democrat withdrew from the senate race with less than days before the election because of controversy over personal gifts he took from a major campaign donor and questions about campaign donations from james mcgreevey democrat new jersey governor admitted to having a gay affair resigned after allegations of sexual harassment rumors of being blackmailed on top of fundraising investigations and indictments jesse jackson democrat democratic candidate for president admitted to having an extramarital affair and fathering a illegitimate child gary condit democrat us democratic congressman from california condit had an affair with an intern condit covered up the affair and lied to police after she went missing no charges were ever filed against condit her remains were discovered in a washington dc park xc xa eliot spitzer democrat new york governor resigned from office after being tied to a p rostitution ring sowande ajumoke omokunde democrat the son of newly elected u s rep gwen moore was booked on charges of criminal damage to property for allegedly slashing tires on vans and cars rented by the republican party for use in election day voter turnout efforts n nanthony weiner democrat takes pictures of his p enis and t weets it to under age teen and six other women while his wife is carrying his child his p enis ends up on the internet for all of time and resigns from office john edwards democrat extramarital affair admitted to in august by john edwards a former united states senator from north carolina and democratic party presidential candidate the affair was initially reported by the national enquirer an american supermarket tabloid newspaper but was given little or no coverage by many sources in the american mainstream media the enquirer cited claims by an anonymous source that edwards had engaged in the affair with rielle hunter a filmmaker hired to work for his presidential campaign and that the relationship had produced a child durin the time when his wife made a announcement that her cancer had returned and was found to be incurable elizabeth died on december xc xa maxine waters xc xa democrat as a congressional ethics panel prepares to try maxine waters for steering federal funds to her husband xe x x s failing bank a newspaper reports that the veteran california lawmaker is embroiled in a separate corruption scandal involving her beloved hubby xe x xa xe x xa xe x xa xe x xa citing federal records the story says that a powerful lobbyist paid waters xe x x banker husband sidney williams in xe x x cconsulting fees xe x x d as she co sponsored a law aimed at saving a business that was among the lobbyist xe x x s top clients the internal revenue service irs had determined that the real estate finance firm and others like it were xe x x cscams xe x x d and the congresswoman xe x x s measure would have overturned a federal ban that would have allowed the shady enterprises to keep raking in lucrative profits for years the firms acted as a middleman to help sellers finance down payments so that low income buyers could qualify for mortgages insured by the federal housing administration fha the lobbyist who paid waters xe x x husband represented the nation xe x x s largest such middleman sacrament based nehemiah corp which stood to lose hundreds of millions of dollars if the ban wasn xe x x t reversed by friendly lawmakers like waters implemented in the federal ban was never overturned but not for lack of effort on waters xe x x part the ten term congresswoman sponsored legislation three times to stop the ban or repeal it once it became law she claims she did it because the program allowed hundreds of thousands of low income families to become homeowners news of this latest scandal comes as the house ethics committee prepares to try waters for using her influence to steer million in federal bailout funds to a failing bank that subsequently got shut down by the government in which she and her board member husband held shares a few months ago the congresswoman got in trouble again for skirting federal elections rules with a crooked fundraising gimmick that allows her to receive unlimited amounts of donations from certain contributors instead of raising most of her campaign funds from individuals and political action committees waters sells her endorsement to other politicians and political causes for as much as a pop allowing her to rake in hundreds of thousands of dollars in short periods of time neil goldschmidt xe x x democrat xe x x oregon governor admitted to having an illegal sexual relationship with a year old teenager while he was serving as mayor of portland xc xa xc xa william jefferson clinton democrat xc xa impeached by the house of representatives over allegations of perjury and obstruction of justice but acquitted by the senate after a s ex a scandal with an intern edward moore kennedy democrat u s senator from massachusetts pleaded guilty to leaving the scene of an accident after his car plunged off a bridge on chappaquiddick island killing passenger mary jo kopechne n
0,20120619031758Z,i liked your comment not because it was sensible but because it was so far ny
0,,blazeraddict blaine jungwirth afrika bambaataa yeah i got the same gift
0,20120528165031Z,is it night time where you live <SIGNS>
0,,why do not schools worry about teaching instead of dumbs t for real are not our childrens educations suffering enough with every hippie retard in the world making it worse you freaks and you dainty feelings whining cause your parents whipped your little bad ass when u deserved it are screwing the whole thing up
0,20120611182846Z,more than half of living medal of honor recipients have endorsed romney
0,20120530140333Z,no list is complete without peach city in brigham city now that is a burger joint <SIGNS> also how did hometown drive in make the list in laketown but not labeau labeau put the r in raspberry shakes
1,20120320122805Z,get thatdick outta your mouth so you can talk
0,20120620050741Z,i hope you are not setting the standard by using your real name on gc posts
0,20120530134541Z,conference champs only we are not trying to pick the pecking order but give every school via their conference a path to play for the national championship n nthis is so simple to get right why do these clowns keep screwing it up <SIGNS> n nwin your conference you play lose you do not
0,20120619031424Z,corporations are people n ngoogle corporate citizenship n n however many also take it to mean that corporations should be regarded as citizens within a territory i e that corporations have citizenship of some sort this is usually based on the principle of corporate personhood in that in certain legal jurisdictions such as the united states companies are afforded some of the same legal rights as individuals
1,20120320092850Z,you did not read the article and you are a ignorant putz
0,20120527175812Z,you are lucky to have any privileges at all after saying some of the most vile comments in the history of this blog
1,20120619134950Z,are you really this stupid <SIGNS>
0,20120502171157Z,pitbulls are not banned in broward county put one inside your bussiness and wait for the stupid maggot to be pleseantly surprised by fido
0,20120529233614Z,ya and feed him more chocolate
0,20120619145029Z,cde cb f c da eb disqus gunjan di plz mujh se naaraz mat ho you are angry coz i thought to close my ff di maybe people do not like it aur uss larki ne bhi kuch soch samajh kar hi comment kia hoga that my ff is not good ab plz mujh se gussa mat ho n n ae ceb fc ba da fcea disqus sadaf di aap bhi mujh se gussa ho plz aap tou gussa mat ho actually di meri koi id nahi hai aur na hi mein fb per hun mein tou comment bhi apni behen ki id se karti hun i do not have an id aur waise aap ka chat box wala idea bura nahi hai
1,20120612021335Z,stfu your existence offends me
1,20120619000948Z,it much better than the left wingnuts who got us into this mess in the first place <SIGNS> xa like you susan <SIGNS>
0,20120619010605Z,you lack empathy is a fucking great drink <SIGNS>
0,20120612024611Z,just because owebama came out of the closet does not mean you should all blindly follow suit
0,20120610144005Z,hm new ios without new hardware to try on so far iphone announcements have been done at wwdc in the past numerous times already unless new ipod touch pops out of no where to demo it and bring siri to ipad <SIGNS> will see tomorrow how it plays out
0,20120530025331Z,i agree it is hard which is why i try to stay away from it because there is no way to really know who would be better
0,20120503011021Z,yep you are officially addicted to polyvore as am i <SIGNS> p
0,20120609213709Z,amazing eh talk about gaining experience and considering last year in college he probably only played games pretty incredible
1,20120320183157Z,hoss xa xa jenbroflovski xa fuck you you old fuck the real john mclain n xa nthe real one from die hard
0,,o neil is the best manager in the world fact love to see jose do what mart does no chance
0,20120619183457Z,wa <SIGNS> wa <SIGNS> n n nlisten to those libturds whine <SIGNS> xa xa they know they are toast so they xa yap and snip like xa little chihauhaus <SIGNS> n n no offense to chihauhaus intended
0,,and we could put up a high stakes russian xc xa roulette xc xa game i sure a few people would choose to do that too like young girls choose prostitution people choose to be crack heads the fact that you can blow the rent money on the roll of the dice and leave your children homeless is case in point
0,20120527194002Z,we need to have a honest goverment and clean up all communists from any party now
0,20120530040433Z,because kagawa is not going to sell shirts to their favourite team
0,20120612050542Z,waiting to hear them say black huh <SIGNS> black <SIGNS> okay now unhand yourself go and smoke a cigarette better is not it you relly should invest in hustler or playboy
0,,well he wants to ban gay marriage even in states where it is currently legal he wants to ban adoption for gay couples he thinks planned parenthood has a hidden agenda and xc xa he wants xc xa nno abortions even in cases of rape
0,20120611195944Z,there is a good team on the field idiot <SIGNS> people get injured people slump <SIGNS> to say gonzi and youk are no better at hitting than the fans is absolutely ridiculous and upsurd <SIGNS> do rsn and the red sox a favor and stay at home and shut the f ck up <SIGNS> you are a prime example of what i am talking about <SIGNS> if you going to criticize then do it realisticly and stop pulling dumb sh <SIGNS> t out of your a <SIGNS> as for the rabbits foot i not talking about luck here i am talking about a behavoir of the fans that is bleeding into the club house you try and perform while constantly criticized and have to endure stupid comments like you i not saying it is the main problem but it certainly does not help anyone <SIGNS>
1,20120320152302Z,you really are a complete moron yo must be one of those incompetent welfare leeches who does nothing but put a drain on every hard working person in this country cut the cord do something with your pathetic life
0,20120612114628Z,really <SIGNS> nsince when has it become cool to defend him <SIGNS>
1,20120609211608Z,nope it is a moron like you who needs to shut up
1,20120612003605Z,you are simply comically idiotic xa or you just a depressing fool xa either way you still just a liar and an internet coward xa cheers <SIGNS>
0,20120610140500Z,cause you never know when you gonna need one lol o
0,20120529051554Z,you are not better than your bedtime
1,20120515214325Z,you are wrong idiot <SIGNS>
0,20120619235643Z,something tells me he is a burglar at night
0,20120528001652Z,president romney xa sounds really good now cheney for vp and we all set xa yeah that the ticket romney cheney xa and the xa motto will be xa just to piss off the liberals
